"module name","license","repository"
"jss-plugin-camel-case@10.8.0","MIT","https://github.com/cssinjs/jss"
"jss-plugin-compose@10.8.0","MIT","https://github.com/cssinjs/jss"
"jss-plugin-default-unit@10.8.0","MIT","https://github.com/cssinjs/jss"
"jss-plugin-expand@10.8.0","MIT","https://github.com/cssinjs/jss"
"jss-plugin-extend@10.8.0","MIT","https://github.com/cssinjs/jss"
"jss-plugin-global@10.8.0","MIT","https://github.com/cssinjs/jss"
"jss-plugin-nested@10.8.0","MIT","https://github.com/cssinjs/jss"
"jss-plugin-props-sort@10.8.0","MIT","https://github.com/cssinjs/jss"
"jss-plugin-rule-value-function@10.8.0","MIT","https://github.com/cssinjs/jss"
"jss-plugin-rule-value-observable@10.8.0","MIT","https://github.com/cssinjs/jss"
"jss-plugin-template@10.8.0","MIT","https://github.com/cssinjs/jss"
"jss-plugin-vendor-prefixer@10.8.0","MIT","https://github.com/cssinjs/jss"
"jss-preset-default@10.8.0","MIT","https://github.com/cssinjs/jss"
"jss@10.8.0","MIT","https://github.com/cssinjs/jss"
"lodash@4.17.21","MIT","https://github.com/lodash/lodash"
"loose-envify@1.4.0","MIT","https://github.com/zertosh/loose-envify"
"lz-string@1.4.4","WTFPL","https://github.com/pieroxy/lz-string"
"micromatch@4.0.4","MIT","https://github.com/micromatch/micromatch"
"min-indent@1.0.1","MIT","https://github.com/thejameskyle/min-indent"
"mobx-react-lite@3.2.1","MIT","https://github.com/mobxjs/mobx"
"mobx@6.3.3","MIT","https://github.com/mobxjs/mobx"
"monaco-editor@0.25.2","MIT","https://github.com/Microsoft/monaco-editor"
"nanoid@3.1.25","MIT","https://github.com/ai/nanoid"
"normalize.css@8.0.1","MIT","https://github.com/necolas/normalize.css"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"picomatch@2.3.0","MIT","https://github.com/micromatch/picomatch"
"pretty-format@26.6.2","MIT","https://github.com/facebook/jest"
"prop-types@15.7.2","MIT","https://github.com/facebook/prop-types"
"react-display-name@0.2.5","MIT","https://github.com/jurassix/react-display-name"
"react-dom@17.0.2","MIT","https://github.com/facebook/react"
"react-error-boundary@3.1.3","MIT","https://github.com/bvaughn/react-error-boundary"
"react-hook-form@7.15.4","MIT","https://github.com/react-hook-form/react-hook-form"
"react-is@16.13.1","MIT","https://github.com/facebook/react"
"react-is@17.0.2","MIT","https://github.com/facebook/react"
"react-jss@10.8.0","MIT","https://github.com/cssinjs/jss"
"react-virtuoso@1.11.1","MIT","https://github.com/petyosi/react-virtuoso"
"react@17.0.2","MIT","https://github.com/facebook/react"
"redent@3.0.0","MIT","https://github.com/sindresorhus/redent"
"regenerator-runtime@0.13.9","MIT","https://github.com/facebook/regenerator/tree/master/packages/runtime"
"requires-port@1.0.0","MIT","https://github.com/unshiftio/requires-port"
"resize-observer-polyfill@1.5.1","MIT","https://github.com/que-etc/resize-observer-polyfill"
"scheduler@0.20.2","MIT","https://github.com/facebook/react"
"shallow-equal@1.2.1","MIT","https://github.com/moroshko/shallow-equal"
"source-map-resolve@0.6.0","MIT","https://github.com/lydell/source-map-resolve"
"source-map@0.6.1","BSD-3-Clause","https://github.com/mozilla/source-map"
"state-local@1.0.7","MIT","https://github.com/suren-atoyan/state-local"
"strip-indent@3.0.0","MIT","https://github.com/sindresorhus/strip-indent"
"supports-color@5.5.0","MIT","https://github.com/chalk/supports-color"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color"
"symbol-observable@1.2.0","MIT","https://github.com/blesh/symbol-observable"
"th2-infra-editor@2.0.5","UNLICENSED",""
"theming@3.3.0","MIT","https://github.com/cssinjs/theming"
"tiny-warning@1.0.3","MIT","https://github.com/alexreardon/tiny-warning"
"to-regex-range@5.0.1","MIT","https://github.com/micromatch/to-regex-range"
"typescript@4.4.3","Apache-2.0","https://github.com/Microsoft/TypeScript"
"use-debounce@6.0.1","MIT","https://github.com/xnimorz/use-debounce"
"web-vitals@1.1.2","Apache-2.0","https://github.com/GoogleChrome/web-vitals"
